#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
280328	5871	7186	111809	113038	-	-	MAP4K2	TRAF2	BL44|GCK|RAB8IP	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Yuasa T (1998)	9712898	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280859	7186	10010	113038	115328	-	-	TRAF2	TANK	MGC:45012|TRAP|TRAP3	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Rothe M (1996)	8710854	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280861	7186	10010	113038	115328	-	-	TRAF2	TANK	MGC:45012|TRAP|TRAP3	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Rothe M (1996)	8710854	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280862	7186	7133	113038	112987	-	-	TRAF2	TNFRSF1B	MGC:45012|TRAP|TRAP3	CD120b|TBPII|TNF-R-II|TNF-R75|TNFBR|TNFR1B|TNFR2|TNFR80|p75|p75TNFR	Reconstituted Complex	physical	Rothe M (1996)	8710854	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281178	7186	3604	113038	109817	-	-	TRAF2	TNFRSF9	MGC:45012|TRAP|TRAP3	4-1BB|CD137|CDw137|ILA	Two-hybrid	physical	Jang IK (1998)	9464265	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281179	7186	3604	113038	109817	-	-	TRAF2	TNFRSF9	MGC:45012|TRAP|TRAP3	4-1BB|CD137|CDw137|ILA	Affinity Capture-Western	physical	Jang IK (1998)	9464265	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281180	7186	3604	113038	109817	-	-	TRAF2	TNFRSF9	MGC:45012|TRAP|TRAP3	4-1BB|CD137|CDw137|ILA	Reconstituted Complex	physical	Jang IK (1998)	9464265	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281303	8764	7186	114298	113038	RP3-395M20.6	-	TNFRSF14	TRAF2	ATAR|CD270|HVEA|HVEM|LIGHTR|TR2	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Hsu H (1997)	9153189	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281305	230979	7186	231064	113038	RP24-89N4.1	-	Tnfrsf14	TRAF2	Atar|HveA|Hvem|Tnfrs14	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Hsu H (1997)	9153189	10090	9606	Low Throughput	-	-	-	-	-	BIOGRID
281306	8764	7186	114298	113038	RP3-395M20.6	-	TNFRSF14	TRAF2	ATAR|CD270|HVEA|HVEM|LIGHTR|TR2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Hsu H (1997)	9153189	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281909	7186	51567	113038	119615	-	RP1-30M3.3	TRAF2	TDP2	MGC:45012|TRAP|TRAP3	AD022|EAP2|EAPII|TTRAP|dJ30M3.3|hTDP2	Affinity Capture-Western	physical	Pype S (2000)	10764746	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281994	7128	7186	112983	113038	RP11-356I2.3	-	TNFAIP3	TRAF2	A20|OTUD7C|TNFA1P2	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Song HY (1996)	8692885	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281995	7128	7186	112983	113038	RP11-356I2.3	-	TNFAIP3	TRAF2	A20|OTUD7C|TNFA1P2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Song HY (1996)	8692885	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282151	4217	7186	110381	113038	RP3-325F22.4	-	MAP3K5	TRAF2	ASK1|MAPKKK5|MEKK5	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Hoeflich KP (1999)	10523862	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282338	7186	4217	113038	110381	-	RP3-325F22.4	TRAF2	MAP3K5	MGC:45012|TRAP|TRAP3	ASK1|MAPKKK5|MEKK5	Affinity Capture-Western	physical	Gan B (2006)	17015619	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282530	7186	9821	113038	115160	-	-	TRAF2	RB1CC1	MGC:45012|TRAP|TRAP3	ATG17|CC1|FIP200|PPP1R131	Affinity Capture-Western	physical	Gan B (2006)	17015619	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283046	7186	2316	113038	108605	-	XX-FW83128A1.1	TRAF2	FLNA	MGC:45012|TRAP|TRAP3	ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD	Affinity Capture-Western	physical	Leonardi A (2000)	10617615	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286269	7186	1147	113038	107569	-	-	TRAF2	CHUK	MGC:45012|TRAP|TRAP3	IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16	Reconstituted Complex	physical	Devin A (2001)	11359906	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286270	7186	3551	113038	109767	-	-	TRAF2	IKBKB	MGC:45012|TRAP|TRAP3	IKK-beta|IKK2|IKKB|IMD15|NFKBIKB	Reconstituted Complex	physical	Devin A (2001)	11359906	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286572	7186	3601	113038	109814	-	RP11-536K7.2	TRAF2	IL15RA	MGC:45012|TRAP|TRAP3	CD215	Affinity Capture-Western	physical	Pereno R (2000)	11064452	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286642	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Uren AG (1996)	8643514	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286643	330	7186	106827	113038	-	-	BIRC3	TRAF2	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Uren AG (1996)	8643514	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287384	4804	7186	110870	113038	-	-	NGFR	TRAF2	CD271|Gp80-LNGFR|TNFRSF16|p75(NTR)|p75NTR	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Ye X (1999)	10514511	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287385	4804	7186	110870	113038	-	-	NGFR	TRAF2	CD271|Gp80-LNGFR|TNFRSF16|p75(NTR)|p75NTR	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Ye X (1999)	10514511	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287698	8784	7186	114312	113038	RP5-902P8.2	-	TNFRSF18	TRAF2	AITR|CD357|GITR|GITR-D	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Kwon B (1999)	10037686	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287867	939	7186	107377	113038	-	-	CD27	TRAF2	S152|S152. LPFS2|T14|TNFRSF7|Tp55	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Yamamoto H (1998)	9794406	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287898	8717	7186	114257	113038	-	-	TRADD	TRAF2	Hs.89862	MGC:45012|TRAP|TRAP3	Co-crystal Structure	physical	Park YC (2000)	10892748	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
288070	8717	7186	114257	113038	-	-	TRADD	TRAF2	Hs.89862	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Tsao DH (2000)	10911999	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
288137	7186	29110	113038	118878	-	-	TRAF2	TBK1	MGC:45012|TRAP|TRAP3	NAK|T2K	Affinity Capture-Western	physical	Bonnard M (2000)	10990461	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
288907	7186	8737	113038	114274	-	-	TRAF2	RIPK1	MGC:45012|TRAP|TRAP3	RIP|RIP1	Affinity Capture-Western	physical	Tada K (2001)	11479302	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
288908	7186	8717	113038	114257	-	-	TRAF2	TRADD	MGC:45012|TRAP|TRAP3	Hs.89862	Affinity Capture-Western	physical	Tada K (2001)	11479302	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
288934	7186	8837	113038	114364	-	-	TRAF2	CFLAR	MGC:45012|TRAP|TRAP3	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	Affinity Capture-Western	physical	Kataoka T (2000)	10837247	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
288940	8837	7186	114364	113038	-	-	CFLAR	TRAF2	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Kataoka T (2000)	10837247	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
289017	1326	7186	107719	113038	RP11-449I17.8	-	MAP3K8	TRAF2	COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT	MGC:45012|TRAP|TRAP3	Affinity Capture-RNA	physical	Eliopoulos AG (2002)	11932422	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
289194	59269	7186	121861	113038	-	-	HIVEP3	TRAF2	KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Oukka M (2002)	11804591	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
297015	8792	7186	114320	113038	-	-	TNFRSF11A	TRAF2	CD265|FEO|LOH18CR1|ODFR|OFE|OPTB7|OSTS|PDB2|RANK|TRANCER	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Darnay BG (1998)	9685412	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
297016	8792	7186	114320	113038	-	-	TNFRSF11A	TRAF2	CD265|FEO|LOH18CR1|ODFR|OFE|OPTB7|OSTS|PDB2|RANK|TRANCER	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Darnay BG (1998)	9685412	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
297026	7186	9994	113038	115315	-	RP11-63K6.3	TRAF2	CASP8AP2	MGC:45012|TRAP|TRAP3	CED-4|FLASH|RIP25	Reconstituted Complex	physical	Choi YH (2001)	11340079	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
297027	9994	7186	115315	113038	RP11-63K6.3	-	CASP8AP2	TRAF2	CED-4|FLASH|RIP25	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Choi YH (2001)	11340079	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
297431	8792	7186	114320	113038	-	-	TNFRSF11A	TRAF2	CD265|FEO|LOH18CR1|ODFR|OFE|OPTB7|OSTS|PDB2|RANK|TRANCER	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Darnay BG (1999)	10075662	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
300949	51347	7186	119490	113038	-	-	TAOK3	TRAF2	DPK|JIK|MAP3K18	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Yoneda T (2001)	11278723	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
300950	7186	100506742	113038	125680	-	UNQ9415	TRAF2	CASP12	MGC:45012|TRAP|TRAP3	CASP-12|CASP12P1	Affinity Capture-Western	physical	Yoneda T (2001)	11278723	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
301267	943	7186	107381	113038	-	-	TNFRSF8	TRAF2	CD30|D1S166E|Ki-1	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Aizawa S (1997)	8999898	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
301268	943	7186	107381	113038	-	-	TNFRSF8	TRAF2	CD30|D1S166E|Ki-1	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Aizawa S (1997)	8999898	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
301270	25069	7186	247144	113038	-	-	Tnfrsf8	TRAF2	Cd30	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Aizawa S (1997)	8999898	10116	9606	Low Throughput	-	-	-	-	-	BIOGRID
302550	10010	7186	115328	113038	-	-	TANK	TRAF2	I-TRAF|ITRAF|TRAF2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Nomura F (2000)	10759890	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
302551	7186	10010	113038	115328	-	-	TRAF2	TANK	MGC:45012|TRAP|TRAP3	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Nomura F (2000)	10759890	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
302845	7293	7186	113144	113038	RP5-902P8.3	-	TNFRSF4	TRAF2	ACT35|CD134|IMD16|OX40|TXGP1L	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Arch RH (1998)	9418902	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
302846	3604	7186	109817	113038	-	-	TNFRSF9	TRAF2	4-1BB|CD137|CDw137|ILA	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Arch RH (1998)	9418902	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
302847	7186	3604	113038	109817	-	-	TRAF2	TNFRSF9	MGC:45012|TRAP|TRAP3	4-1BB|CD137|CDw137|ILA	Affinity Capture-Western	physical	Arch RH (1998)	9418902	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
302848	7186	7293	113038	113144	-	RP5-902P8.3	TRAF2	TNFRSF4	MGC:45012|TRAP|TRAP3	ACT35|CD134|IMD16|OX40|TXGP1L	Affinity Capture-Western	physical	Arch RH (1998)	9418902	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
303468	7186	608	113038	107080	-	-	TRAF2	TNFRSF17	MGC:45012|TRAP|TRAP3	BCM|BCMA|CD269|TNFRSF13A	Affinity Capture-Western	physical	Hatzoglou A (2000)	10903733	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304079	128178	7186	126096	113038	RP4-670F13.1	-	EDARADD	TRAF2	ECTD11A|ECTD11B|ED3|EDA3	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Yan M (2002)	11882293	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304080	7186	128178	113038	126096	-	RP4-670F13.1	TRAF2	EDARADD	MGC:45012|TRAP|TRAP3	ECTD11A|ECTD11B|ED3|EDA3	Affinity Capture-Western	physical	Yan M (2002)	11882293	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
305738	939	7186	107377	113038	-	-	CD27	TRAF2	S152|S152. LPFS2|T14|TNFRSF7|Tp55	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Akiba H (1998)	9582383	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
305813	857	7186	107305	113038	-	-	CAV1	TRAF2	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Cao H (2002)	11805080	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
305940	330	7186	106827	113038	-	-	BIRC3	TRAF2	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Roy N (1997)	9384571	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
305942	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Roy N (1997)	9384571	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
314165	8764	7186	114298	113038	RP3-395M20.6	-	TNFRSF14	TRAF2	ATAR|CD270|HVEA|HVEM|LIGHTR|TR2	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Marsters SA (1997)	9162022	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
314166	7133	7186	112987	113038	-	-	TNFRSF1B	TRAF2	CD120b|TBPII|TNF-R-II|TNF-R75|TNFBR|TNFR1B|TNFR2|TNFR80|p75|p75TNFR	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Marsters SA (1997)	9162022	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
314168	4055	7186	110233	113038	-	-	LTBR	TRAF2	CD18|D12S370|LT-BETA-R|TNF-R-III|TNFCR|TNFR-RP|TNFR2-RP|TNFR3|TNFRSF3	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Marsters SA (1997)	9162022	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315069	7186	11035	113038	116224	-	-	TRAF2	RIPK3	MGC:45012|TRAP|TRAP3	RIP3	Affinity Capture-Western	physical	Yu PW (1999)	10339433	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315075	7186	8737	113038	114274	-	-	TRAF2	RIPK1	MGC:45012|TRAP|TRAP3	RIP|RIP1	Affinity Capture-Western	physical	Hsu H (1996)	8612133	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315078	8737	7186	114274	113038	-	-	RIPK1	TRAF2	RIP|RIP1	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Hsu H (1996)	8612133	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315081	7132	7186	112986	113038	-	-	TNFRSF1A	TRAF2	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Hsu H (1996)	8612133	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315084	8717	7186	114257	113038	-	-	TRADD	TRAF2	Hs.89862	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Hsu H (1996)	8565075	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315087	7186	8717	113038	114257	-	-	TRAF2	TRADD	MGC:45012|TRAP|TRAP3	Hs.89862	Affinity Capture-Western	physical	Hsu H (1996)	8565075	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315090	7132	7186	112986	113038	-	-	TNFRSF1A	TRAF2	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Hsu H (1996)	8565075	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315645	7132	7186	112986	113038	-	-	TNFRSF1A	TRAF2	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Shu HB (1996)	8943045	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315648	7186	329	113038	106826	-	-	TRAF2	BIRC2	MGC:45012|TRAP|TRAP3	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	Affinity Capture-Western	physical	Shu HB (1996)	8943045	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315661	8792	7186	114320	113038	-	-	TNFRSF11A	TRAF2	CD265|FEO|LOH18CR1|ODFR|OFE|OPTB7|OSTS|PDB2|RANK|TRANCER	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Galibert L (1998)	9852070	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315665	8792	7186	114320	113038	-	-	TNFRSF11A	TRAF2	CD265|FEO|LOH18CR1|ODFR|OFE|OPTB7|OSTS|PDB2|RANK|TRANCER	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Kim HH (1999)	10025951	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315671	8792	7186	114320	113038	-	-	TNFRSF11A	TRAF2	CD265|FEO|LOH18CR1|ODFR|OFE|OPTB7|OSTS|PDB2|RANK|TRANCER	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Kim HH (1999)	10025951	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315672	7186	4214	113038	110378	-	-	TRAF2	MAP3K1	MGC:45012|TRAP|TRAP3	MAPKKK1|MEKK|MEKK 1|MEKK1|SRXY6	Co-fractionation	physical	Baud V (1999)	10346818	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315673	4214	7186	110378	113038	-	-	MAP3K1	TRAF2	MAPKKK1|MEKK|MEKK 1|MEKK1|SRXY6	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Baud V (1999)	10346818	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315678	11183	7186	116353	113038	-	-	MAP4K5	TRAF2	GCKR|KHS|KHS1|MAPKKKK5	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Shi CS (1999)	10477597	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315679	7186	11183	113038	116353	-	-	TRAF2	MAP4K5	MGC:45012|TRAP|TRAP3	GCKR|KHS|KHS1|MAPKKKK5	Affinity Capture-Western	physical	Shi CS (1999)	10477597	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315683	26918	7186	205062	113038	-	-	Ern2	TRAF2	Ern1|Ire1|Ire1b	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Urano F (2000)	10650002	10090	9606	Low Throughput	-	-	-	-	-	BIOGRID
315684	7186	26918	113038	205062	-	-	TRAF2	Ern2	MGC:45012|TRAP|TRAP3	Ern1|Ire1|Ire1b	Affinity Capture-Western	physical	Urano F (2000)	10650002	9606	10090	Low Throughput	-	-	-	-	-	BIOGRID
315803	23495	7186	117046	113038	-	-	TNFRSF13B	TRAF2	CD267|CVID|CVID2|IGAD2|RYZN|TACI|TNFRSF14B	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Xia XZ (2000)	10880535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315806	7186	23495	113038	117046	-	-	TRAF2	TNFRSF13B	MGC:45012|TRAP|TRAP3	CD267|CVID|CVID2|IGAD2|RYZN|TACI|TNFRSF14B	Affinity Capture-Western	physical	Xia XZ (2000)	10880535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315819	8915	7186	114429	113038	RP11-234D19.2	-	BCL10	TRAF2	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Yoneda T (2000)	10753917	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315820	8915	7186	114429	113038	RP11-234D19.2	-	BCL10	TRAF2	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Yoneda T (2000)	10753917	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315821	7186	8915	113038	114429	-	RP11-234D19.2	TRAF2	BCL10	MGC:45012|TRAP|TRAP3	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	Affinity Capture-Western	physical	Yoneda T (2000)	10753917	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315823	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Yoneda T (2000)	10753917	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315824	7186	329	113038	106826	-	-	TRAF2	BIRC2	MGC:45012|TRAP|TRAP3	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	Affinity Capture-Western	physical	Yoneda T (2000)	10753917	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315826	330	7186	106827	113038	-	-	BIRC3	TRAF2	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Yoneda T (2000)	10753917	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315827	7186	330	113038	106827	-	-	TRAF2	BIRC3	MGC:45012|TRAP|TRAP3	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	Affinity Capture-Western	physical	Yoneda T (2000)	10753917	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315838	9020	7186	114487	113038	-	-	MAP3K14	TRAF2	FTDCR1B|HS|HSNIK|NIK	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Luftig MA (2001)	11278268	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315841	7186	9020	113038	114487	-	-	TRAF2	MAP3K14	MGC:45012|TRAP|TRAP3	FTDCR1B|HS|HSNIK|NIK	Affinity Capture-Western	physical	Luftig MA (2001)	11278268	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315845	4591	7186	110678	113038	-	-	TRIM37	TRAF2	MUL|POB1|TEF3	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Zapata JM (2001)	11279055	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
315852	7874	7186	113622	113038	-	-	USP7	TRAF2	HAUSP|TEF1	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Zapata JM (2001)	11279055	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316403	10010	7186	115328	113038	-	-	TANK	TRAF2	I-TRAF|ITRAF|TRAF2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Pomerantz JL (1999)	10581243	9606	9606	Low Throughput	-	-	-	Flag-tagged TRAF2 was co-immunoprecipitated with Myc-tagged TBK1 only in the presence of HA-tagged TANK suggesting the formation of a TRAF2-TANK-TBK1 ternary complex.  The authors note that a direct interaction between TBK1 and TRAF2 is unlikely.	-	BIOGRID
316404	7186	7186	113038	113038	-	-	TRAF2	TRAF2	MGC:45012|TRAP|TRAP3	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Malinin NL (1997)	9020361	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316405	7186	9020	113038	114487	-	-	TRAF2	MAP3K14	MGC:45012|TRAP|TRAP3	FTDCR1B|HS|HSNIK|NIK	Two-hybrid	physical	Malinin NL (1997)	9020361	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316406	9020	7186	114487	113038	-	-	MAP3K14	TRAF2	FTDCR1B|HS|HSNIK|NIK	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Malinin NL (1997)	9020361	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316407	958	7186	107396	113038	-	-	CD40	TRAF2	Bp50|CDW40|TNFRSF5|p50	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Malinin NL (1997)	9020361	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316408	8717	7186	114257	113038	-	-	TRADD	TRAF2	Hs.89862	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Malinin NL (1997)	9020361	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316409	8737	7186	114274	113038	-	-	RIPK1	TRAF2	RIP|RIP1	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Malinin NL (1997)	9020361	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
